dn
"ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch140,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ph065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pv011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rg041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jj033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab232,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bf030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg185,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck158,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms492,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg184,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps119,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vh049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as322,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab233,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cg093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ik047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lp062,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm114,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml127,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ld039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm190,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lw078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hm035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw127,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb200,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gh015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mu025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm261,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rm049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw203,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rt016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk302,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kb115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb297,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl123,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me098,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ws015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=st071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms491,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yg009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=he008,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb125,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw201,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh087,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pb066,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hh052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=be018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tp050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch138,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk301,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bb087,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch139,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bg037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ok056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ji016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ej010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ek075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nv012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ym018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rm048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nm057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms493,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as323,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls125,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=az038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa066,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg183,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jr095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dt031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kp042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah191,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fh095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh110,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vd024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah192,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=it018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vs073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pb067,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms496,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fs120,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb249,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ek076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs253,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rf020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr168,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mo046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak255,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ik048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ll043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr068,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mu026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak254,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nt024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ld040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah190,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dp051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms494,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fl045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fl044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pp024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms497,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as324,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms495,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mt085,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bb089,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm192,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cr097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as325,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tc015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk194,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jl108,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk304,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=an046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bt028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dh091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh290,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb251,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mo047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls127,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw204,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tn043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cw097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw128,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah194,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mn051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa067,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh276,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch141,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rc016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss453,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms499,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cc027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kw072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls126,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sa069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nr043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pr058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rt017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk303,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=er043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bg038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cw096,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cv020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bm071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eo020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mv062,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mf152,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mz079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ea020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh289,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh275,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fr055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sz058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr082,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm193,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl124,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg186,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh089,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs254,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab234,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ad078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kf060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh288,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mi019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck159,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kl058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mp138,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms498,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=at064,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vw025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh274,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb202,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb250,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pb068,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb201,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jc023,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mf153,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah193,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=th115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=oh021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bk095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kr047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr169,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js350,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vl028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk305,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh277,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ad079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb166,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as326,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr083,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm263,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb298,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bk096,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eh035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ts173,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ce044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hb060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=km076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lj026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jl109,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sj044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls128,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hf015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm262,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah195,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kc022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vs074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls129,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss454,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kw073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks188,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms500,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb203,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hy007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks186,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pd022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps120,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kb116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=af088,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jz037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb299,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs256,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yj001,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=de028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs255,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fe039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks187,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lo016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mv063,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vd025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ll045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms501,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr152,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fm070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lw079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ts174,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eh036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb301,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ff046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb300,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh111,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jt052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mj058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb098,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk195,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pg041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as327,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=th116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=df048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sf096,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rw044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ll044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kk137,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lw080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bl034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb204,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gi002,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kd033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw205,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cp057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm194,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=db122,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr153,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bm072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nw063,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tz019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms505,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rn015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sg153,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lo017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab235,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yy012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ph066,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fr056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cl055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=em055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms502,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eh037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks189,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch143,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw129,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls131,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nf031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ao028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tw076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=af089,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw142,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lt029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ts175,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vs075,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh291,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ne026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dt032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cz024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js351,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pl049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck160,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lj027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dm102,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds178,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms503,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=oo006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb302,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ze001,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kg050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh278,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eh038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm264,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rd029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fr057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh292,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms504,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js352,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=iw024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mv064,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me099,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kp043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ld041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ys022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms506,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rh070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak256,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tf046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm265,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=om018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=se083,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lh092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ft034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=an047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kg051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ac045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ba034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw206,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lr055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ac046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fk092,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hd024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ll046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ig035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=em056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps121,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am178,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck161,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw143,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bh058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma094,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=la035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk196,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am179,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vp025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk302,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pp025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nh076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk094,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch144,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gg031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as328,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb099,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ie020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fb081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb127,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb252,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb126,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ym019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kc023,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lj028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hh053,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cl056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=md112,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sd108,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sd107,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pf024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ja049,ou=userlist,dc=hdm-stuttgart,dc=de"
